19.627,19.851,0.224
20.568,20.725,0.15733
22.104,22.248,0.144
22.256,22.387,0.13067
23.592,23.768,0.176
24.824,24.957,0.13333
25.035,25.147,0.112
26.736,26.837,0.10133
26.843,26.971,0.128
29.501,29.648,0.14667
30.765,30.883,0.11733
31.605,31.717,0.112
32.571,32.707,0.136
33.653,33.96,0.30667
34.544,34.64,0.096
35.875,36.376,0.50133
36.379,36.485,0.10667
37.496,37.597,0.10133
37.947,38.064,0.11733
39.336,39.464,0.128
39.851,40.037,0.18667
40.339,40.432,0.093333
41.403,41.496,0.093333
42.128,42.272,0.144
42.792,42.909,0.11733
42.979,43.072,0.093333
44.227,44.357,0.13067
44.627,44.723,0.096
45.563,45.659,0.096
46.085,46.243,0.15733
46.256,46.504,0.248
47.312,47.419,0.10667
48.371,48.48,0.10933
49.211,49.312,0.10133
50.053,50.192,0.13867
50.195,50.288,0.093333
50.296,50.411,0.11467
51.265,51.678,0.41324
52.675,52.821,0.14667
54.107,54.221,0.11467
54.459,54.608,0.14933
54.611,54.701,0.090667
54.883,54.976,0.093333
55.879,56.327,0.44768
56.376,56.549,0.17333
56.555,56.672,0.11733
57.824,57.925,0.10133
58.307,58.419,0.112
58.421,58.544,0.12267
59.227,59.32,0.093333
59.517,59.656,0.13867
60.981,61.072,0.090667
61.181,61.277,0.096
61.717,61.928,0.21067
62.803,62.923,0.12
63.557,63.696,0.13867
63.888,64.064,0.176
65.281,65.832,0.55099
65.947,66.101,0.15467
66.109,66.232,0.12267
67.203,67.376,0.17333
67.693,67.829,0.136
67.835,67.984,0.14933
68.469,68.584,0.11467
69.811,69.917,0.10667
69.925,70.051,0.12533
71.901,72.016,0.11467
72.936,73.181,0.24533
74.469,74.581,0.112
74.776,74.883,0.10667
75.301,75.429,0.128
75.453,75.653,0.2
75.712,75.832,0.12
76.725,76.835,0.10933
78.768,78.877,0.10933
78.892,78.961,0.068874
80.576,80.736,0.16
81.317,81.421,0.104
81.696,81.864,0.168
83.077,83.216,0.13867
83.885,83.984,0.098667
85.555,85.675,0.12
85.741,85.848,0.10667
85.856,85.973,0.11733
86.477,86.699,0.22133
87.299,87.408,0.10933
87.68,87.779,0.098667
88.976,89.104,0.128
91.091,91.331,0.24
93.091,93.197,0.10667
95.56,95.763,0.20267
97.376,97.629,0.25333
98.495,98.736,0.24106
98.803,98.907,0.104
