7.1177,0.10758,0.89791
6.8238,0.16089,0.92279
7.0766,0.15346,0.7844
7.2783,0.15992,0.89726
6.0981,0.076308,0.58067
6.5041,0.12275,0.81657
6.5954,0.15086,0.77959
7.2824,0.13904,0.88208
7.244,0.11997,0.83177
6.5932,0.17545,0.82293
6.9457,0.40729,0.84143
6.8505,0.28389,0.90307
6.6924,0.14178,0.65375
6.9392,0.094741,0.89487
7.275,0.19961,0.84978
6.4805,0.13341,0.90794
7.213,0.19412,0.74081
6.604,0.27771,0.87381
7.3401,0.11248,0.89625
6.8707,0.10817,0.56986
6.6949,0.38523,0.3306
6.9244,0.15704,0.89549
7.622,0.14262,0.77202
7.0083,0.17698,0.8915
6.1525,0.16835,0.86706
7.6574,0.17632,0.92656
6.6496,0.096705,0.8647
6.7684,0.062131,0.67074
6.8613,0.10357,0.88064
7.2668,0.13291,0.75936
6.8865,0.14626,0.89617
7.2852,0.33475,0.88091
6.8807,0.14927,0.84965
7.1032,0.2946,0.83391
7.2373,0.22254,0.80046
7.1238,0.082803,0.77083
7.2199,0.077034,0.78874
6.5902,0.15868,0.76612
7.1391,0.30526,0.90118
6.5336,0.174,0.82794
6.9263,0.13583,0.94805
7.6522,0.11563,0.71868
7.1061,0.18819,0.93336
7.6691,0.12367,0.87665
8.4827,0.27021,0.80879
6.3601,0.40361,0.85664
6.7232,0.1693,0.92515
7.0486,0.19371,0.91338
7.2417,0.29529,0.84365
7.3686,0.1717,0.86473
7.7603,0.1592,0.78318
7.314,0.1299,0.77225
7.2812,0.12631,0.73676
7.1189,0.35909,0.87933
6.8559,0.14445,0.70779
7.2174,0.14013,0.8378
6.7578,0.16822,0.91315
6.816,0.13646,0.77082
6.9083,0.087516,0.91066
7.5034,0.06853,0.82948
7.1245,0.14219,0.92978
6.7698,0.15835,0.91586
6.887,0.11047,0.79007
7.0179,0.15433,0.82668
6.4551,0.25344,0.90172
7.0675,0.17151,0.92633
7.07,0.063134,0.77684
7.3097,0.33713,0.80687
7.2809,0.18273,0.893
7.3507,0.12672,0.77169
7.5073,0.25035,0.78825
6.5951,0.15903,0.92466
7.0187,0.53256,0.86317
7.3475,0.12249,0.67997
6.954,0.10399,0.80298
7.2361,0.069507,0.787
6.8489,0.094696,0.71861
6.4876,0.075984,0.77088
6.8795,0.091217,0.88792
6.932,0.19494,0.90051
6.8667,0.10878,0.75993
7.6504,0.25516,0.83952
7.1366,0.20343,0.89482
7.3178,0.16187,0.85971
7.408,0.12708,0.8772
7.5107,0.13794,0.85428
6.8971,0.11466,0.88049
6.8332,0.093705,0.75441
8.3098,0.18086,0.89731
7.3841,0.14074,0.73762
6.5549,0.26469,0.89603
6.3993,0.4308,0.69074
6.83,0.13009,0.86973
6.7713,0.17904,0.80593
6.5101,0.089505,0.58006
7.2056,0.73919,0.82132
7.1453,0.13732,0.79367
7.7125,0.15804,0.68276
6.7422,0.11028,0.72637
6.476,0.1482,0.93401
6.7743,0.12842,0.88685
6.9369,0.16531,0.8793
6.9567,0.18098,0.92833
7.2392,0.32399,0.87134
