6.899,461.74,0.89427
6.8281,0.31816,0.93706
6.7508,0.30755,0.87069
6.8058,0.57268,0.80625
6.8779,0.21726,0.8919
6.9314,0.74428,0.73097
6.8894,0.46973,0.9505
6.9947,0.65248,0.86767
6.7924,0.23781,0.92206
6.9444,0.4591,0.80911
7.0266,1.3216,0.8477
7.0095,0.70932,0.95119
6.9484,0.49263,0.93623
6.7774,0.36076,0.81961
6.6716,0.66695,0.8876
6.9265,0.59917,0.90809
6.6196,0.36112,0.92365
6.7511,1.0491,0.7683
6.9324,0.978,0.83303
7.0323,0.84005,0.89016
7.2431,0.57888,0.88645
6.8608,0.74165,0.92332
6.8229,0.98426,0.83606
6.9338,1.0718,0.87209
6.7731,0.78675,0.91671
7.0503,0.5763,0.94923
6.9948,0.91222,0.89672
6.8612,0.71508,0.80714
6.8349,0.6554,0.90938
6.7857,0.8725,0.9324
7.0309,0.77459,0.85321
6.6897,0.6253,0.90745
6.8564,0.44822,0.88345
7.0988,0.492,0.9479
6.8101,0.48423,0.89081
6.8813,0.40655,0.87705
7.0684,0.65888,0.92547
6.8637,0.68169,0.9186
7.2957,0.34782,0.71763
6.7888,0.72651,0.90357
7.4485,0.46774,0.82467
6.6699,0.3089,0.93593
6.978,0.92546,0.79284
7.1173,0.93091,0.79943
6.929,0.43386,0.89697
7.0346,0.72907,0.95971
6.9651,0.67575,0.93119
7.0145,0.87785,0.84932
6.7213,0.98338,0.87404
7.3195,1.2529,0.77506
6.6887,0.68543,0.92423
7.0112,1.1873,0.843
6.815,0.91247,0.87851
7.2255,0.56683,0.78158
7.2249,0.56252,0.88154
6.6563,0.80656,0.87833
6.9839,0.92711,0.88841
6.4962,0.71471,0.824
7.0684,0.53366,0.92134
6.6877,0.82396,0.95569
6.8636,0.9444,0.92376
6.7077,0.60325,0.86219
7.1552,0.77666,0.91929
6.992,0.70704,0.89549
7.0073,0.74987,0.90918
7.2226,0.57239,0.80039
6.8786,0.5809,0.84285
6.5469,0.64808,0.86593
7.1287,0.89281,0.89236
6.9211,0.67233,0.86303
6.666,0.52389,0.90006
7.0458,1.2671,0.8401
6.8085,0.9106,0.90623
6.8199,0.6897,0.90098
6.7721,0.50183,0.85694
7.0306,0.75371,0.86348
7.0923,0.79657,0.86944
6.9005,0.59411,0.89745
6.6957,0.86645,0.91476
6.8657,1.3554,0.8727
7.2941,0.82896,0.83747
6.7105,0.58621,0.93698
6.902,0.38478,0.85589
7.0209,0.67576,0.95201
6.9383,0.35817,0.73482
7.0689,0.33814,0.87304
7.1309,0.43431,0.85539
6.9542,0.39644,0.84139
7.2247,0.59625,0.86918
6.8804,0.4802,0.81576
6.7457,0.4411,0.90055
7.0178,0.62487,0.928
6.9633,0.64034,0.89789
6.84,0.39386,0.81524
6.988,0.55536,0.88793
6.8953,0.67055,0.93408
6.5275,0.45723,0.9088
6.9125,1.0854,0.83498
6.9492,0.93899,0.80216
6.8305,0.46946,0.91255
7.0944,0.91477,0.89782
6.9403,0.7916,0.93145
7.0782,1.0013,0.84283
6.988,0.83097,0.89503
6.6553,0.66087,0.92426
6.796,0.78248,0.95337
6.7615,0.71747,0.82278
6.6192,0.64808,0.89185
6.8372,0.77048,0.85143
6.7051,0.34447,0.80256
6.9918,0.84178,0.88167
6.8633,0.63764,0.90003
7.4097,0.84792,0.88875
7.0529,1.3755,0.86272
6.838,0.79707,0.91669
7.5548,34.637,0.86896
6.8891,0.69047,0.89127
6.8214,0.82709,0.89747
7.0785,0.79767,0.84805
7.5472,0.97739,0.84799
6.8864,0.59489,0.86698
6.5763,0.64738,0.85213
6.898,0.91699,0.92618
6.7591,0.77716,0.88253
6.6088,0.93175,0.81451
7.268,0.77277,0.8178
7.2033,0.99982,0.89953
6.974,1.089,0.8102
6.9065,0.80183,0.76888
6.8275,0.91952,0.88781
6.7915,0.6774,0.90223
7.1066,0.86768,0.70214
6.8317,0.77026,0.81777
6.5138,1.0527,0.83011
6.8762,0.60036,0.84724
7.0284,0.59911,0.79666
6.7144,0.27478,0.9091
7.0584,0.62854,0.8555
6.8881,0.33021,0.88352
7.1861,0.65783,0.70108
6.9388,0.3656,0.86962
7.0757,0.54261,0.80417
6.9317,0.67297,0.92989
7.0699,0.47091,0.89115
6.7798,0.40269,0.88531
6.7731,0.5975,0.89688
6.8602,0.55049,0.90365
6.6491,0.35516,0.93566
6.9346,0.82975,0.84072
6.6335,0.90163,0.88658
7.189,0.83447,0.83921
6.895,0.49784,0.86282
7.0465,0.89389,0.86982
6.8777,0.90466,0.91797
7.1201,0.6217,0.81433
6.8431,0.68167,0.92006
6.7295,0.51084,0.9318
6.987,0.2452,0.89143
7.1648,0.79272,0.89173
6.9727,0.73097,0.89397
6.9096,0.47726,0.89716
6.7293,0.56538,0.94053
6.8963,0.28188,0.87658
6.602,0.27271,0.91622
