112.62,0.063855,1.8934,0.23824,0.3998
-47.711,0.14512,4.1548,0.60265,0.40461
55.242,0.13351,0.92106,0.46807,0.48599
163.01,0.1161,2.8512,0.65054,0.61512
-44.414,0.36571,2.6711,0.28826,0.64938
-73.895,0.15673,2.937,0.40506,0.60576
15.54,0.26703,2.6053,0.25391,0.3699
66.998,0.15093,3.0107,0.46937,0.4932
-47.603,0.20898,2.5403,0.28439,0.56259
79.425,0.1219,3.0077,0.47592,0.49001
-99.484,0.10449,2.239,0.48811,0.49741
73.719,0.09288,2.461,0.21899,0.36928
173.35,0.13932,2.6161,0.74516,0.6964
58.823,0.15093,3.169,0.50771,0.54719
-43.695,0.15673,2.7674,0.54853,0.43841
74.493,0.12771,2.8947,0.45717,0.4814
-51.372,0.17415,2.7233,0.53051,0.47138
-242.06,0.13351,3.3258,0.16748,0.71774
-86.21,0.15093,2.5108,0.40227,0.55583
41.355,0.13932,2.9574,0.43946,0.4166
-79.391,0.06966,2.4799,0.65445,0.36839
36.684,0.33669,3.0525,0.61377,0.57845
61.4,0.10449,1.7699,0.23415,0.37064
-23.984,0.25542,2.9202,0.70142,0.36922
665.58,0.1161,3.1257,0.89859,0.84481
-74.709,0.13351,3.0701,0.52416,0.47222
-89.448,0.08127,3.0405,0.71241,0.36903
86.4,0.087075,2.6869,0.22961,0.37152
-29.227,0.22639,2.7841,0.64918,0.3933
77.795,0.087075,2.6085,0.22103,0.37049
-78.099,0.13932,3.2158,0.49445,0.49437
235.64,0.052245,2.985,0.48362,0.51799
-118.42,0.05805,2.9845,0.64877,0.36871
-19.377,0.16834,3.1223,0.59317,0.36856
99.404,0.10449,2.3604,0.46667,0.49934
-46.156,0.27283,3.3728,0.38546,0.64157
52.505,0.15673,3.1121,0.49799,0.51087
143.97,0.09288,4.9978,0.49533,0.52158
-57.43,0.08127,2.9184,0.59961,0.36959
13.367,0.25542,5.485,0.67889,0.48847
-152.97,0.20898,2.8434,0.16381,0.73691
-61.625,0.09288,1.4723,0.63145,0.37203
12.85,0.24961,5.5333,0.65626,0.49267
-51.092,0.16834,3.5127,0.48114,0.47652
-66.107,0.13351,3.3661,0.41662,0.4942
103.98,0.1219,3.0626,0.54929,0.57255
-93.435,0.14512,9.6787,0.48299,0.54287
-92.56,0.09288,3.8124,0.19264,0.59948
12.858,0.24961,5.9961,0.67322,0.49327
-37.814,0.33088,2.7297,0.34359,0.5975
56.959,0.18576,2.5766,0.58023,0.53553
-73.128,0.098685,3.2797,0.3316,0.47286
-86.35,0.11029,2.6548,0.54197,0.46769
-34.974,0.13932,5.0212,0.59703,0.37088
-25.362,0.238,2.7761,0.6926,0.36819
-86.188,0.12771,2.662,0.44143,0.5556
-103.19,0.063855,1.9334,0.71179,0.36827
-76.995,0.13351,2.7982,0.48433,0.49959
-96.327,0.09288,3.7668,0.64293,0.42139
73.398,0.12771,3.4405,0.48802,0.47546
-204.97,0.087075,2.5277,0.31167,0.60861
-48.103,0.13932,2.9499,0.71385,0.36906
34.466,0.17995,2.411,0.28911,0.37081
177.89,0.040635,2.0802,0.1124,0.37012
-76.315,0.09288,2.0063,0.68922,0.36872
60.589,0.11029,2.9843,0.2377,0.3701
30.401,0.22639,5.6655,0.45971,0.61749
-36.302,0.13351,2.8673,0.64333,0.36849
-60.671,0.16834,2.8923,0.3787,0.67117
35.163,0.14512,3.0734,0.33968,0.36876
96.523,0.11029,5.0464,0.38483,0.45436
20.918,0.238,3.6064,0.19791,0.3712
137.78,0.13932,3.5913,0.66902,0.81297
-52.757,0.12771,2.8365,0.71867,0.36819
12.705,0.27283,6.4664,0.4364,0.4945
44.292,0.3483,2.417,0.68627,0.77911
-66.496,0.12771,1.9879,0.56135,0.45541
215.49,0.04644,1.7415,0.3354,0.45874
39.772,0.18576,47.589,-0.019304,0.97075
16.82,0.30186,3.0926,0.20548,0.52969
64.613,0.18576,3.0617,0.55736,0.54048
